296,-88.17047012631092,12.0,0
172,-90.66303301504556,12.0,0
334,-55.72229049574111,6.0,1
320,-78.54448219963831,4.5,0
311,-83.13450314825045,6.0,0
307,-84.19251152597886,2.5,0
346,-48.72598656671035,1.2,1
316,-75.00228929625062,13.0,1
313,-80.94303066729353,6.0,0
309,-76.68581241940215,3.0,0
313,-87.98103478792775,7.5,0
345,-53.47286851374335,2.0,1
305,-70.10878114133557,1.2,0
332,-81.63370303787445,10.0,1
305,-85.70348218855602,10.0,0
315,-86.61297121265868,10.5,0
332,-70.77266399588514,0.3,0
308,-85.39691532964154,5.5,0
306,-83.74452666884224,9.0,1
296,-89.69854833781447,12.5,0
304,-86.2371331959897,8.0,0
307,-52.32227542430483,8.5,1
323,-82.3812764952809,7.0,0
304,-85.16594992959973,8.5,0
302,-83.69104614782682,11.5,0
326,-79.41524930346218,8.0,1
313,-72.89864242832414,7.0,1
403,-87.83732297436896,11.0,0
306,-81.50173423930723,4.0,0
312,-83.50398104018896,7.0,0
314,-51.782845789155346,4.0,1
311,-86.58310485929563,9.0,0
323,-82.62722889010203,11.0,1
334,-84.47196648909136,8.0,0
303,-77.84540919671615,12.0,1
